original_shape2D_Elongation,original_shape2D_MajorAxisLength,original_shape2D_MinorAxisLength,original_shape2D_PerimeterSurfaceRatio,original_shape2D_Sphericity,original_firstorder_10Percentile,original_firstorder_Energy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_Mean,original_firstorder_Minimum,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Variance,original_glcm_Contrast,original_glcm_Idm,original_glcm_Idmn,original_glcm_Imc1,original_glcm_JointEnergy,label
0.6085469268625658,15.543797146553349,9.45912998531016,0.6328537523354472,0.5492587656942025,0.7643121657196975,86999.3783257822,1.069501882674378,2.430435913867163,4.29081637352468,1.7429582506956385,-0.2381675989737526,0.4373579709357054,1.8868358975739743,-0.0420387784183722,370.2690504065008,0.5222462407057855,0.003240673375292,0.998379663312354,0.9993518653249416,-0.1850997016133946,0.9920863142831936,1
0.7271569197227685,13.330745425640371,9.69354378131704,0.6346608648661428,0.6124056501598922,1.3798745560565182,118462.62291121656,1.0157868661294207,2.690285226785267,4.1822002575567785,2.354065520446755,-0.0723506126558561,0.4215855267707251,2.4618507764347,-0.3266579416817264,504.1765095119162,0.5190847708758854,0.000311750502242,0.999844124748879,0.9999376498995516,-1.5962903057629178e-05,0.9993766447806536,1
0.7013734033727705,49.32592986910236,34.59589530681892,0.1213772809146993,0.8024451485491203,2.104840378134937,3196217.29448007,0.9259603780347354,3.7940654550138815,4.790416962487518,3.1204065179890224,-0.2996121739916382,0.3900530598659691,3.2045441484953523,-0.885080857801429,13603.08964609294,0.5321663621474252,0.000231212621762,0.9998843936891192,0.9999537574756476,-0.4445544847454207,0.9992429628532296,1
0.6843786682516431,50.01960567144484,34.23235111589575,0.1247887099796453,0.7791924782391006,1.4147997350896215,1956794.1697537429,0.9914706113866638,2.6888730660795352,4.526275335940017,2.4017314390909483,-0.2722374680062909,0.4097212707615064,2.5031563177058,-0.3449373908185306,8328.109154556778,0.4974776453525786,0.0001228519824948,0.9999385740087526,0.9999754296035008,-0.3901256099090374,0.9996307113078072,1
0.9416762114685308,12.541577756139484,11.810105427239426,0.4292289912913786,0.7796308413745121,2.216885078630808,319927.3814505575,1.0251978333759475,3.574374106352989,4.8591596666889885,3.3919982188822653,0.1347185751487527,0.4368128336975504,3.4833358227637783,-0.9976714485082232,1361.6098184650011,0.6279765372489501,0.0,1.0,1.0,0.0,1.0,1
0.6612616872862563,19.775960244522164,13.077084838998651,0.3502085012895626,0.7374626396753959,1.0646731538214511,220336.4064301132,1.0665964368910967,2.553956328013759,3.5631766909913574,2.1111750672563385,-0.3412193992161123,0.4392368459734733,2.2310180591349864,-0.5058847266024351,937.7509764880874,0.5203814155816373,0.0014294042407989,0.9992852978796004,0.9997141191518402,-0.3112510708988411,0.9960075801656724,1
0.6734675447963,29.27406709733976,19.71513409424756,0.2385823709177069,0.7160392943676998,1.6956341925662648,888117.8520227621,1.1696817967241024,2.679723277446157,5.215190202221329,2.840104803542379,-0.0776574658819566,0.4852539589824252,2.962819076620242,-0.206426938645949,3779.826477450552,0.712101585680328,9.940919762507831e-06,0.9999950295401188,0.9999980118160476,-3.762104573335992e-07,0.9999801183087084,1
0.8365130377218216,24.728532349990783,20.685739714493128,0.2914277321470909,0.6496109015418833,0.9564888262695176,279877.7906527957,0.8574016523681636,2.63149968543817,3.739732913050621,1.737865923767588,-0.20437355510365,0.3560330506738772,1.8431589151566945,0.1862754641692007,1191.1588998581312,0.3770568175290315,0.000268936915482,0.999865531542259,0.9999462126169036,-0.0646085373334351,0.9994317098172212,1
0.6732494954339471,11.995884359685332,8.076223092442127,0.5094372736060797,0.8093659491871419,4.158191566021537,556315.9745618987,1.5444450007953303,2.7871857331297663,7.764736926499461,5.563958730965423,1.265286309359386,0.6266483054148596,5.65960159359073,-0.449126636357488,2367.678845424086,1.0734534382883754,0.0,1.0,1.0,0.0,1.0,1
0.8207298360685261,14.263384832070727,11.706385495007712,0.4110211798391342,0.7716055770087563,1.2956816461208271,205817.56377621397,1.3424088995267585,2.289271752795428,4.757588606577364,2.497334191104636,0.0229005126807831,0.5471603891244633,2.647846331530921,-0.0964307808428089,875.9588328439122,0.7744121333415105,0.0,1.0,1.0,0.0,1.0,1
0.6221986633053126,11.128298707208003,6.924012580487058,0.6449395969379756,0.7243070599469161,1.1333558054608055,53832.0827159689,1.0075777499081873,2.4195568686788262,3.9433226370285768,2.0300522858472165,0.1142771680846834,0.4117924684409538,2.1401599038037173,-0.0022055952226565,263.7772075542969,0.4591721305756272,0.0,1.0,1.0,0.0,1.0,0
0.8313690904423754,23.60815160181699,19.627087524228298,0.2197680641590387,0.8524079572521204,3.263264634637541,1402027.5636723242,0.8534108498307083,6.126045765660812,5.440210907714469,4.309826938962628,0.1939799992814873,0.3659659648030958,4.380079346814686,-1.6365946905072988,6869.935120491532,0.6104868405845858,0.0,1.0,1.0,0.0,1.0,0
0.6244945715496037,7.4248666974319395,4.63678894702568,0.8112396899757115,0.8472620976948211,2.814121713461276,65622.59447792309,0.5624443594026012,3.3819294405535025,4.4077552698169535,3.4426591794778725,1.6041864629486031,0.2434485691174801,3.476696477564928,-0.3768678520783516,321.55071567981093,0.2355161710691191,0.0,1.0,1.0,0.0,1.0,0
0.5309731231606203,13.17530539204647,6.995733052609874,0.5569244426831383,0.7534500034716386,1.0416671739384913,94882.21962829976,1.2446305481907574,2.4409393909260118,5.000395304635545,2.221728241932417,0.1294734302322328,0.5160927874729162,2.378624493257073,0.0309576105692495,403.8183954680084,0.7217780989223573,0.0,1.0,1.0,0.0,1.0,0
0.8978415083789988,11.298296769848807,10.144079813954622,0.583575766764679,0.6656399509542572,1.713266629780197,157558.98646106446,1.1380577770313425,2.413600203146685,4.424604774316502,2.7374663290825,0.0963231544930916,0.46320425584881,2.8375816655670887,-0.2914701515866416,670.5704962797447,0.558147805902076,0.0,1.0,1.0,0.0,1.0,0
0.9682608435414046,13.693970938909368,13.259335852739865,0.3714559548140884,0.8136251226549269,0.9971926823244248,304227.5234301259,1.996213620492219,2.3227850595016704,6.472176154067969,2.733692684847761,-0.0281077544369672,0.8440254966063958,3.0677733242988148,0.3958011524945117,1294.7912775442396,1.9381574740892384,3.9035355034923066e-05,0.9999804823224826,0.999992192928993,-1.6569476815587104e-06,0.9999219318525678,0
0.9305913023210785,12.682374817388537,11.802107697837643,0.3814486048580165,0.8638765531608144,0.5023232841072257,69364.86724069368,1.0378280691076216,2.41835119547178,3.581780341623284,1.4321533306234986,-0.2926746704699987,0.4248630198131767,1.5971628645731082,0.0987000634768608,295.2166327971714,0.4998660535553958,0.0068762563357473,0.9965618718321264,0.9986247487328506,-0.4731844700144427,0.9735219263112164,0
0.5735168212420639,15.223345935243264,8.730844969449013,0.5727305494964733,0.6430129946925981,2.2265519302205083,226261.02892714064,0.9238885905565146,3.144912961756331,5.389365936589267,3.1445413368398385,0.3079786885284357,0.385533607117754,3.2237821774414326,-0.2554373900769974,962.9661491503184,0.5046313084945441,0.0,1.0,1.0,0.0,1.0,0
0.5277249655392396,14.960966208161132,7.895275376635562,0.4981444357306455,0.7631119651509309,1.251816805528165,92475.10419900528,0.8428610464469894,2.664230399268481,3.619694438679908,2.045763063788196,0.0740589699595718,0.3454372177406506,2.1273862462970947,-0.3402038566965949,393.5737206050897,0.3406257277739751,0.0,1.0,1.0,0.0,1.0,0
0.5975257526782837,12.41563023928583,7.418658803704526,0.6784586630198527,0.6536419758874571,1.81936837745309,144414.48699378743,1.295986636813403,2.431984749110431,5.26049320064593,2.9756852386593406,0.2397816114642348,0.5290271661806337,3.101395662418446,-0.105865140990731,614.6275524394772,0.7639524152928535,0.0,1.0,1.0,0.0,1.0,0
